"基金名稱","核心累積基金"	
"2020/09/08","1.2346"	
"2020/09/09","1.2442"	
"2020/09/10","1.2372"	
"2020/09/11","1.2393"	
"2020/09/12","1.2393"	
"2020/09/13","1.2393"	
"2020/09/14","1.2479"	
"2020/09/15","1.2511"	
"2020/09/16","1.2504"	
"2020/09/17","1.2449"	
"2020/09/18","1.2406"	
"2020/09/19","1.2406"	
"2020/09/20","1.2406"	
"2020/09/21","1.2292"	
"2020/09/22","1.2323"	
"2020/09/23","1.2215"	
"2020/09/24","1.2185"	
"2020/09/25","1.2262"	
"2020/09/26","1.2262"	
"2020/09/27","1.2262"	
"2020/09/28","1.238"	
"2020/09/29","1.2371"	
"2020/09/30","1.2389"	
"2020/10/01","1.2389"	
"2020/10/02","1.2389"	
"2020/10/03","1.2389"	
"2020/10/04","1.2389"	
"2020/10/05","1.2487"	
"2020/10/06","1.2439"	
"2020/10/07","1.251"	
"2020/10/08","1.2575"	
"2020/10/09","1.2638"	
"2020/10/10","1.2638"	
"2020/10/11","1.2638"	
"2020/10/12","1.2734"	
"2020/10/13","1.2734"	
"2020/10/14","1.268"	
"2020/10/15","1.262"	
"2020/10/16","1.2634"	
"2020/10/17","1.2634"	
"2020/10/18","1.2634"	
"2020/10/19","1.2572"	
"2020/10/20","1.2581"	
"2020/10/21","1.2564"	
"2020/10/22","1.2562"	
