"基金名稱","核心累積基金"	
"2017/12/08","1.0794"	
"2017/12/09","1.0794"	
"2017/12/10","1.0794"	
"2017/12/11","1.0824"	
"2017/12/12","1.082"	
"2017/12/13","1.0828"	
"2017/12/14","1.0818"	
"2017/12/15","1.0842"	
"2017/12/16","1.0842"	
"2017/12/17","1.0842"	
"2017/12/18","1.0899"	
"2017/12/19","1.0867"	
"2017/12/20","1.0863"	
"2017/12/21","1.0878"	
"2017/12/22","1.0872"	
"2017/12/23","1.0872"	
"2017/12/24","1.0872"	
"2017/12/25","1.0872"	
"2017/12/26","1.0872"	
"2017/12/27","1.0895"	
"2017/12/28","1.0907"	
"2017/12/29","1.0903"	
"2017/12/30","1.0903"	
"2017/12/31","1.0903"	
