"基金名稱","核心累積基金"	
"2018/09/08","1.0973"	
"2018/09/09","1.0973"	
"2018/09/10","1.0983"	
"2018/09/11","1.0982"	
"2018/09/12","1.0997"	
"2018/09/13","1.1031"	
"2018/09/14","1.1043"	
"2018/09/15","1.1043"	
"2018/09/16","1.1043"	
"2018/09/17","1.1022"	
"2018/09/18","1.1049"	
"2018/09/19","1.1065"	
"2018/09/20","1.1117"	
"2018/09/21","1.1111"	
"2018/09/22","1.1111"	
"2018/09/23","1.1111"	
"2018/09/24","1.1086"	
"2018/09/25","1.1086"	
"2018/09/26","1.1086"	
"2018/09/27","1.1089"	
"2018/09/28","1.1079"	
"2018/09/29","1.1079"	
"2018/09/30","1.1079"	
"2018/10/01","1.1079"	
"2018/10/02","1.1076"	
"2018/10/03","1.107"	
"2018/10/04","1.0995"	
"2018/10/05","1.0942"	
"2018/10/06","1.0942"	
"2018/10/07","1.0942"	
"2018/10/08","1.091"	
"2018/10/09","1.09"	
"2018/10/10","1.0764"	
"2018/10/11","1.0633"	
"2018/10/12","1.07"	
"2018/10/13","1.07"	
"2018/10/14","1.07"	
"2018/10/15","1.067"	
"2018/10/16","1.078"	
"2018/10/17","1.078"	
"2018/10/18","1.0699"	
"2018/10/19","1.0693"	
"2018/10/20","1.0693"	
"2018/10/21","1.0693"	
"2018/10/22","1.0679"	
"2018/10/23","1.0611"	
"2018/10/24","1.0487"	
"2018/10/25","1.053"	
"2018/10/26","1.0468"	
"2018/10/27","1.0468"	
"2018/10/28","1.0468"	
"2018/10/29","1.0452"	
"2018/10/30","1.0506"	
"2018/10/31","1.0581"	
"2018/11/01","1.064"	
"2018/11/02","1.063"	
"2018/11/03","1.063"	
"2018/11/04","1.063"	
"2018/11/05","1.0645"	
"2018/11/06","1.0667"	
"2018/11/07","1.0763"	
"2018/11/08","1.0753"	
"2018/11/09","1.0703"	
"2018/11/10","1.0703"	
"2018/11/11","1.0703"	
"2018/11/12","1.0608"	
"2018/11/13","1.0592"	
"2018/11/14","1.0567"	
"2018/11/15","1.0608"	
"2018/11/16","1.0628"	
"2018/11/17","1.0628"	
"2018/11/18","1.0628"	
"2018/11/19","1.0571"	
"2018/11/20","1.047"	
"2018/11/21","1.0494"	
"2018/11/22","1.0492"	
"2018/11/23","1.0463"	
"2018/11/24","1.0463"	
"2018/11/25","1.0463"	
"2018/11/26","1.0536"	
"2018/11/27","1.0546"	
"2018/11/28","1.0633"	
"2018/11/29","1.0658"	
"2018/11/30","1.0676"	
"2018/12/01","1.0676"	
"2018/12/02","1.0676"	
"2018/12/03","1.0758"	
"2018/12/04","1.062"	
"2018/12/05","1.0595"	
"2018/12/06","1.0533"	
"2018/12/07","1.0469"	
"2018/12/08","1.0469"	
"2018/12/09","1.0469"	
"2018/12/10","1.0427"	
"2018/12/11","1.0432"	
"2018/12/12","1.0501"	
"2018/12/13","1.05"	
"2018/12/14","1.0403"	
"2018/12/15","1.0403"	
"2018/12/16","1.0403"	
"2018/12/17","1.0332"	
"2018/12/18","1.0322"	
"2018/12/19","1.0297"	
"2018/12/20","1.0212"	
"2018/12/21","1.013"	
"2018/12/22","1.013"	
"2018/12/23","1.013"	
"2018/12/24","1.0044"	
"2018/12/25","1.0044"	
"2018/12/26","1.0044"	
"2018/12/27","1.0213"	
"2018/12/28","1.0248"	
"2018/12/29","1.0248"	
"2018/12/30","1.0248"	
"2018/12/31","1.0291"	
